docname,pre,keyword,post,id,date,id_day
text730,- thank you ! the 130th separate reconnaissance separate battalion - thank you ! the 68th separate hunting brigade -,thank you,"! the 23rd separate mechanized brigade - thank you ! artillerymen of the 44th brigade - thank you ! ,",730,2023-06-18,1
text730,battalion - thank you ! the 68th separate hunting brigade - thank you ! the 23rd separate mechanized brigade -,thank you,"! artillerymen of the 44th brigade - thank you ! , i would like to especially mention the company of",730,2023-06-18,1
text730,brigade - thank you ! the 23rd separate mechanized brigade - thank you ! artillerymen of the 44th brigade -,thank you,"! , i would like to especially mention the company of attack drones of the 47th separate mechanized brigade led",730,2023-06-18,1
text730,especially mention the company of attack drones of the 47th separate mechanized brigade led by chief sergeant rustam mustafayev .,thank you,"for the result , warriors ! the crew of the armored demining vehicle of the 70th separate support regiment -",730,2023-06-18,1
text730,"senior sergeant mykola nikandrov and junior sergeant roman lisin . well done , guys ! , our national guard -",thank you,"all ! and i would like to particularly mention senior sergeant vasyl kovylin and platoon commander denys zeleny , the",730,2023-06-18,1
text730,"and platoon commander denys zeleny , the 4th operational battalion , the 1st presidential brigade of the national guard .",thank you,"! the guys are performing tasks in luhansk region - near bilohorivka . , our border guards . . .",730,2023-06-18,1
text730,"guard detachments in particular . senior soldier vasyl kutsyk , avdiivka direction , is very effective in repelling attacks .",thank you,"! sergeant vadym druzhyna , siversk direction , successfully "" subtracts "" enemy soldiers and equipment . thank you !",730,2023-06-18,1
text730,". thank you ! sergeant vadym druzhyna , siversk direction , successfully "" subtracts "" enemy soldiers and equipment .",thank you,"! , and of course , our defenders of the sky . over a week , more than a hundred",730,2023-06-18,1
text730,"the sky . over a week , more than a hundred group air strikes on enemy positions and rear .",thank you,", our pilots ! almost three dozen missiles and about fifty attack drones were destroyed in seven days . and",730,2023-06-18,1
text730,"of the kyiv region's sky , the 96th kyiv air defense missile brigade of the air force . . .",thank you,"! all "" kalibrs "" and "" kinzhals "" were destroyed during these attacks , and thus the lives of",730,2023-06-18,1
text731,"sergeant , every officer and every general who are involved in our active offensive and defensive actions now . i",thank you,"for each liberated and each defended position ! , today , in a conversation with british prime minister rishi sunak",731,2023-06-19,1
text731,"would like to highlight the artan assault unit of the main intelligence directorate and its commander , major torkotiuk .",thank you,"! , and also our special operations forces . viktor , all the guys - thank you very much !",731,2023-06-19,1
text731,"major torkotiuk . thank you ! , and also our special operations forces . viktor , all the guys -",thank you,"very much ! , thank you to everyone who is fighting and working for ukraine ! , glory to ukraine",731,2023-06-19,1
text731,", and also our special operations forces . viktor , all the guys - thank you very much ! ,",thank you,"to everyone who is fighting and working for ukraine ! , glory to ukraine !",731,2023-06-19,1
text732,"alone , more than 30 shaheds were shot down . these are hundreds of saved lives , saved infrastructure .",thank you,", warriors ! , second . today in kherson , rescuers were injured as a result of the occupiers '",732,2023-06-20,1
text733,",",thank you,"very much ! , happy to see you , rishi , mr . prime minister ! , thank you for",733,2023-06-21,1
text733,", thank you very much ! , happy to see you , rishi , mr . prime minister ! ,",thank you,"for your kind words about ukraine , about our soldiers , and thanks for your leadership and support the uk",733,2023-06-21,1
text733,"ukraine , about our soldiers , and thanks for your leadership and support the uk provides to ukraine . ,",thank you,"that we are really united in defending freedom . , dear leaders of politics , business and public opinion !",733,2023-06-21,1
text733,"freedom . country , region , continent , world … it’s a global task . , and i want to",thank you,". and , of course , i thank switzerland , germany , france , italy – every country where we",733,2023-06-21,1
text733,"way , prime minister rishi , we have not seen each other in kyiv for quite a while … ,",thank you,"for your attention ! thank you for your support ! , thank you uk ! , слава україні !",733,2023-06-21,1
text733,"we have not seen each other in kyiv for quite a while … , thank you for your attention !",thank you,"for your support ! , thank you uk ! , слава україні !",733,2023-06-21,1
text733,"kyiv for quite a while … , thank you for your attention ! thank you for your support ! ,",thank you,"uk ! , слава україні !",733,2023-06-21,1
text734,"terrorists are planning there , we will destroy the enemy . , in the south , we are advancing .",thank you,", warriors ! in the east , our defenses are firming . and i am especially grateful , guys ,",734,2023-06-21,2
text734,"important . , second . london . our special ukraine recovery conference organized with the british began today . ,",thank you,", the united kingdom , for the new financial support package . thank you , the united states , for",734,2023-06-21,2
